ID,Stufe,Priorität,Abschnitt,Kurzbeschreibung,Issue,Modul,Tests,Status
F-RES-070,V1,MUSS,"8.2 Produkte, Ressourcengruppen und Flugzeuge","Ressourcengruppen besitzen einen eigenen Betriebsstatus: aktiv, pausiert, unterbrochen oder beendet. Der Status wirkt auf Verkauf, Aufruf, Prognose und Anzeigen.",,BP-03,E2E Status/Audit/Verkaufs- und Aufrufsperre/unsichere Prognose/Public DTO,umgesetzt
F-RES-080,V1,MUSS,"8.2 Produkte, Ressourcengruppen und Flugzeuge",Die operative Queue wird je Ressourcengruppe geführt. Produktzugehörigkeit und stabile öffentliche Fluggruppen-/Slotnummern bleiben dabei erhalten.,,BP-03,Unit Invarianten + Integration Stammdaten/Constraints,umgesetzt
F-RES-090,V1,SOLL,"8.2 Produkte, Ressourcengruppen und Flugzeuge","Flugzeuge mit abweichender Sitzplatzkapazität dürfen in einer Ressourcengruppe betrieben werden, sofern die konkrete Kapazität beim Umlauf berücksichtigt wird. V1 darf hierfür e…",,BP-03,Integration Kapazitäts-/Pilotkonflikt: Zwei- und Vier-Sitz-Flugzeug in einer Ressourcengruppe; Vierergruppe erhält nur passenden Vorschlag; zu kleines Flugzeug wird auch bei bestätigtem NEXT abgewiesen,umgesetzt
F-RES-100,V2,SOLL,"8.2 Produkte, Ressourcengruppen und Flugzeuge","Eine temporäre Umgruppierung eines Flugzeugs im laufenden Betrieb ist nur durch Leiter Flight Line oder Administrator zulässig, zeigt die prognostizierten Auswirkungen vor Bestä…",,BP-03,Unit Invarianten + Integration Stammdaten/Constraints,geplant
F-SLT-010,V1,MUSS,"8.3 Fluggruppen, Slots und Warteschlangen",Das System bildet aus verkauften Tickets stabile Fluggruppen/Slots je Produkt. Die operative Reihenfolge wird innerhalb der zugehörigen Ressourcengruppe geführt. Beim Verkauf er…,,BP-05,Unit Queueplanung + Integration stabile Produktkennung/Ressourcengruppenreihenfolge/Kapazitätsgrenze,umgesetzt
F-SLT-020,V1,MUSS,"8.3 Fluggruppen, Slots und Warteschlangen","Zusammen gekaufte Tickets bleiben grundsätzlich zusammen. Ist eine Gruppe größer als die verfügbare Kapazität eines einzelnen Umlaufs, wird sie nur nach ausdrücklichem Hinweis a…",,BP-05,Domain planBookingGroupSplit + Contract Bestätigungsmerkmal + Integration bestätigte Folgeslots/Zurückstellung/Storno + Kassenhinweis mit konkreter Aufteilung und ausdrücklicher Bestätigung + Browserprüfung,umgesetzt
F-SLT-030,V1,MUSS,"8.3 Fluggruppen, Slots und Warteschlangen",Freie Plätze in noch nicht aufgerufenen Fluggruppen füllt das System automatisch mit der vordersten passenden Gruppe oder Einzelperson. Standby-Tickets dürfen bevorzugt werden.…,,BP-05,Unit Queueplanung + Integration automatische Ganzgruppen-Nachbesetzung/Überlauf/Produkttrennung/Teilkorrektur,umgesetzt
F-SLT-040,V1,MUSS,"8.3 Fluggruppen, Slots und Warteschlangen","Fluggruppen dürfen bis zum Statuswechsel IM FLUG geändert, ergänzt oder nachbesetzt werden. Nach IM FLUG ist die Besetzung unveränderlich; Korrekturen sind nur als dokumentierte…",,BP-05,Domain Sperrpunkt + MOVE_TICKET_GROUP + administrativer CORRECT_ROTATION_MANIFEST-Sonderweg + Integration Gruppenschutz/Audit/Idempotenz/stale write + Admin-UI/Browserabnahme,umgesetzt
F-SLT-050,V1,MUSS,"8.3 Fluggruppen, Slots und Warteschlangen",Leiter Flight Line und Flight-Line-Personal können Fluggruppen manuell anpassen. Jede Abweichung vom Systemvorschlag wird protokolliert.,,BP-05,Rollenprüfung FLIGHT_LINE/LEAD/ADMIN + append-only TICKET_GROUP_MOVED mit Grund/Quelle/Ziel/Abweichungsmerkmal + responsive Flight-Line-Disposition + Browserprüfung,umgesetzt
F-SLT-060,V1,MUSS,"8.3 Fluggruppen, Slots und Warteschlangen",Die nutzbare Platzanzahl eines konkreten Umlaufs kann vor dem Aufruf reduziert werden. Nicht mitfliegende Tickets rücken unter Erhalt der Gruppenbindung an die vorderste passend…,,BP-05,Migration 0027 + Domain Queue-Suffix-Plan + SET_ROTATION_CAPACITY + Integration Ganzgruppen-Wiedereinreihung/öffentliche Queue/Role/Idempotenz/stale write/Audit/Sperre nach Aufruf + Leitungs-UI,umgesetzt
F-SLT-070,V1,MUSS,"8.3 Fluggruppen, Slots und Warteschlangen",Abgeleitete Kapazitätsspanne steuert Verkauf und Fluggruppenbildung; Teilung nur ohne ausreichend großes Flugzeug und nach Bestätigung.,,BP-05,ADR-0008 + Integration gemischte Flotte/kleinstes passendes Flugzeug/Gruppenschutz,umgesetzt
F-SLT-080,V1,MUSS,"8.3 Fluggruppen, Slots und Warteschlangen","Nach jedem relevanten Ereignis berechnet das System Reihenfolge, Zuordnungen, Prognosen und Wartezeitspannen neu und verteilt den neuen Stand in Echtzeit an alle Geräte.",,BP-05,E2E Vertical Slice: atomar persistierter Zustands-Broadcast und nachgelagerter Forecast-Broadcast nach Verkauf und NEXT; zwei Geräte lesen identische Prognosezeitpunkte/Wartefenster derselben Eventversion unter zwei Sekunden,umgesetzt
F-SLT-090,V1,MUSS,"8.3 Fluggruppen, Slots und Warteschlangen","Fällt ein Flugzeug aus, verteilt das System noch nicht gestartete Fluggruppen auf verbleibende kompatible Flugzeuge der Ressourcengruppe neu. Bereits aufgerufene Gruppen werden…",,BP-05,Integration Flottenbetrieb: atomarer technischer Abbruch nach Off-Block stellt die Gesamtgruppe vor historische Queue-Einträge; ausgefallenes Flugzeug wird deaktiviert; kompatibles Ersatzflugzeug bleibt Vorschlag bis zum zweiten expliziten NEXT,umgesetzt
F-SLT-100,V1,MUSS,"8.3 Fluggruppen, Slots und Warteschlangen","Jede Fluggruppe erhält eine fortlaufende, gut kommunizierbare Tagesnummer in Verbindung mit dem Produktkürzel, z. B. SR-042. Diese Kennung ist auf allen Ansichten identisch.",ADR-0022 ersetzt die identische Darstellung durch öffentliche G-Produkt-/Buchungsnummern und interne F-Ressourcengruppen-/Fluggruppennummern; nächste konsolidierte Anforderungsversion erforderlich.,BP-05,Domain-Formatierung + Worker-Integration für G/F + kompatible Ticketsuche + FIDS-/Flight-Line-Browserabnahme,umgesetzt
F-SLT-110,V1,MUSS,"8.3 Fluggruppen, Slots und Warteschlangen","Nutzen mehrere Produkte dieselbe Ressourcengruppe, gilt in V1 grundsätzlich die Verkaufsreihenfolge über Produktgrenzen hinweg. Konfigurierbare Produktprioritäten oder Quoten dü…",,BP-05,Unit Queue/Gruppenschutz + Integration Sonderfälle + E2E No-Show/Umbuchung,umgesetzt
F-SLT-120,V1,MUSS,"8.3 Fluggruppen, Slots und Warteschlangen",Eine noch nicht fest zugeordnete Fluggruppe wird dem frühest verfügbaren kompatiblen Flugzeug vorgeschlagen. Dabei dürfen weder Flugzeug- noch Pilotenkonflikte entstehen.,,BP-05,Integration Pilotenkonflikt mit Kapazitätsschutz und zeitlicher Frühestverfügbarkeit mehrerer laufender Flugzeuge,umgesetzt
F-EVT-010,V1,MUSS,8.4 Ereignisse und Flight-Line-/Boarding-Ablauf,"Alle fachlich relevanten Änderungen werden als Ereignisse mit Zeitstempel, Quelle, Gerät, Bezug und Nutzdaten erfasst. Der operative Zustand wird aus diesen Ereignissen abgeleitet.",,BP-02,E2E Vertical Slice Zustand/Ereignis/Gerät + auditierter Korrekturbezug,umgesetzt
F-EVT-020,V1,MUSS,8.4 Ereignisse und Flight-Line-/Boarding-Ablauf,"Ereignisse müssen idempotent verarbeitet werden. Doppel-Tipps, Wiederholungen nach Verbindungsstörungen oder parallele Eingaben dürfen keine doppelten Statuswechsel erzeugen.",,BP-02,Unit Domänenverträge + Integration Autorisierung/Idempotenz/Concurrency + Reconnect,umgesetzt
F-EVT-030,V1,MUSS,8.4 Ereignisse und Flight-Line-/Boarding-Ablauf,"Fehleingaben werden nicht durch Überschreiben historischer Zeitstempel korrigiert, sondern durch ein nachvollziehbares Korrektur- oder Rücknahmeereignis.",,BP-02,Integration Vertical Slice: NEXT + REVOKE_CALL + Ledger-Verweis + erneuter NEXT,umgesetzt
F-EVT-040,V1,MUSS,8.4 Ereignisse und Flight-Line-/Boarding-Ablauf,"Belegungsbestätigung darf transparent Flugzeugbindung, verbindlichen Aufruf und Boardingbeginn ableiten.",,BP-02,E2E CALL_NEXT als interner Kompatibilitätsname mit protokolliertem Aufruf und atomarem Boarding-/Flugzeugzustand,in Arbeit
F-EVT-050,V3,SOLL,8.4 Ereignisse und Flight-Line-/Boarding-Ablauf,Spätere automatische Quellen wie ADS-B dürfen Ereignisse vorschlagen oder plausibilisieren. Eine automatische Übernahme muss je Ereignistyp konfigurierbar sein.,,BP-02,Unit Domänenverträge + Integration Autorisierung/Idempotenz/Concurrency + Reconnect,geplant
F-BRD-010,V1,MUSS,8.4 Ereignisse und Flight-Line-/Boarding-Ablauf,"Flugzeugzentrierter Standardumlauf mit Belegung/Boarding bestätigen, IM FLUG, GELANDET und ABGESCHLOSSEN/VERFÜGBAR.",,BP-04,ADR-0012 + freigegebenes Bedienkonzept + Unit Zustandsautomat + Integration + Browser Flight Director/Flight Line,in Arbeit
F-BRD-020,V1,MUSS,8.4 Ereignisse und Flight-Line-/Boarding-Ablauf,"Belegung bestätigen und Boarding starten bindet ganze Gruppen, Flugzeug und Pilotencode und startet die Boardingmessung.",,BP-04,Integration interne CALL_NEXT-Kompatibilität/Ist-Zeit/Audit/Realtime + E2E öffentlicher Status/Monitor/Push + Browser,in Arbeit
F-BRD-025,V1,SOLL,8.4 Ereignisse und Flight-Line-/Boarding-Ablauf,Check-in beziehungsweise Anwesenheit kann je Ticket per QR-Scan oder Antippen erfasst werden. Der Standardumlauf muss auch ohne Einzel-Scan vollständig bedienbar bleiben.,,BP-05,SET_TICKET_ATTENDANCE + Migration 0013 + Browser Flight Line + Idempotenztest,umgesetzt
F-BRD-030,V1,MUSS,8.4 Ereignisse und Flight-Line-/Boarding-Ablauf,Je Flugzeug ist ein aktueller Pilot hinterlegt und wird vorgeschlagen. Ein Pilotwechsel ist mit einer zusätzlichen Interaktion möglich und wird protokolliert.,,BP-05,Migration veranstaltungsbezogener aktueller Pilot + Integration Vorschlag/Wechsel/Audit + Browser Flight Line,umgesetzt
F-BRD-040,V1,MUSS,8.4 Ereignisse und Flight-Line-/Boarding-Ablauf,"Ein Pilot darf zu keinem Zeitpunkt mehr als einen Umlauf in Boarding, Bereit oder Im Flug besitzen. Das System verhindert Konflikte technisch.",,BP-04,Integration zwei Flugzeuge/ein Pilot Konfliktabweisung + zwei Piloten parallele Annahme + Operationssicht,umgesetzt
F-BRD-050,V1,MUSS,8.4 Ereignisse und Flight-Line-/Boarding-Ablauf,Ein Ticket darf zu keinem Zeitpunkt mehr als einem nicht abgeschlossenen Umlauf zugeordnet sein. Dies gilt auch bei paralleler Bedienung mehrerer Geräte.,,BP-05,Partieller eindeutiger D1-Index + Integration zwei Geräte/ein Gewinner/stale write/eine aktive Zuordnung/ein Audit-Ereignis,umgesetzt
F-BRD-060,V1,MUSS,8.4 Ereignisse und Flight-Line-/Boarding-Ablauf,"Das System führt mindestens die Ticketzustände Verkauft, Wartend, Voraufruf, Bitte zur Flight Line, Eingecheckt, Boarding, Im Flug, Gelandet, Abgeschlossen, Zurückgestellt, No-S…",,BP-04,Atomare Ticket-/Anwesenheitszustände + abgeleiteter Voraufruf + Integration Standardfolge/Rücknahme/No-Show/Klärung/Storno,umgesetzt
F-BRD-070,V1,MUSS,8.4 Ereignisse und Flight-Line-/Boarding-Ablauf,Tickets können mit einer Interaktion zurückgestellt werden. Die Anzahl wird gezählt; nach einer konfigurierbaren Höchstzahl wechselt das Ticket in Klärung Kasse.,,BP-04,Migration Zähler/Schwellenwert + Adminparameter + Integration Wiedereinreihung/Klärung/Kassensuche/Audit,umgesetzt
F-BRD-080,V1,MUSS,8.4 Ereignisse und Flight-Line-/Boarding-Ablauf,"Erscheint ein aufgerufener Gast nicht innerhalb der konfigurierten Frist, kann das Ticket auf No-Show gesetzt werden. Das System schlägt eine Nachbesetzung vor; das Personal ent…",,BP-04,Domain Fristprüfung + anonymes Einzel-Ticket-Kommando + atomare Audit-/Idempotenz-/Outbox-Persistenz + bewusste Nachbesetzungsentscheidung in Flight Line,umgesetzt
F-BRD-085,V1,MUSS,8.4 Ereignisse und Flight-Line-/Boarding-Ablauf,"Gruppenschutz: Gruppen werden nach dem Aufruf niemals automatisch getrennt. Fehlen Mitglieder, entscheidet das Flight-Line-Personal zwischen unvollständig fliegen, Gruppe gemein…",,BP-05,"Unit Queue/Gruppenschutz + Integration auditierte Anwesenheitsentscheidung/Idempotenz + responsive Flight-Line-Disposition für unvollständig fliegen, gemeinsam zurückstellen oder Platz leer lassen",umgesetzt
F-BRD-090,V1,MUSS,8.4 Ereignisse und Flight-Line-/Boarding-Ablauf,Ein Umlauf kann vor IM FLUG abgebrochen werden; alle Tickets kehren unter Erhalt ihrer Gruppenbindung an die vorderste passende Warteschlangenposition zurück.,,BP-05,Unit Queue/Gruppenschutz + Integration Sonderfälle + E2E No-Show/Umbuchung,umgesetzt
F-BRD-100,V1,MUSS,8.4 Ereignisse und Flight-Line-/Boarding-Ablauf,"Das System misst getrennt mindestens Boardingdauer, Flugzeit, Zeit von Landung bis Abschluss und gesamte Umlaufzeit. Die Messpunkte werden aus den Primärereignissen abgeleitet.",,BP-04,Unit Zustandsautomat + Integration Verkauf/Umlauf + E2E erstes Vertical Slice,umgesetzt
F-BRD-110,V1,SOLL,8.4 Ereignisse und Flight-Line-/Boarding-Ablauf,Anwesenheitsabgleich per QR-Scan oder Antippen in der Fluggruppenkarte.,,BP-04,Fluggruppenkarte attendance-panel + SET_TICKET_ATTENDANCE,umgesetzt
F-BRD-120,V1,MUSS,8.4 Ereignisse und Flight-Line-/Boarding-Ablauf,"Die geschätzte Passagierzuladung wird auf Basis konfigurierbarer Referenzgewichte neutral angezeigt. Sie trägt dauerhaft den Hinweis, dass die Entscheidung ausschließlich beim P…",,BP-04,Contract und E2E Vertical Slice mit konfigurierten Referenzgewichten/Individualgewicht; Flight-Line-Anzeige mit dauerhaftem Pilotenentscheidungs- und Freigabeausschluss,umgesetzt
F-BRD-130,V2,SOLL,8.4 Ereignisse und Flight-Line-/Boarding-Ablauf,Sitzplatzzuordnung je Passagier innerhalb des Umlaufs.,,BP-04,Unit Zustandsautomat + Integration Verkauf/Umlauf + E2E erstes Vertical Slice,geplant
F-BRD-140,V3,KANN,8.4 Ereignisse und Flight-Line-/Boarding-Ablauf,"Vollständige Schwerpunktberechnung als getrenntes Pilotenwerkzeug mit echten Gewichten, Hebelarmen und Sitzpositionen; ohne Freigabewirkung für den organisatorischen Leitstand.",,BP-04,Unit Zustandsautomat + Integration Verkauf/Umlauf + E2E erstes Vertical Slice,geplant
F-BRD-150,V2,SOLL,8.4 Ereignisse und Flight-Line-/Boarding-Ablauf,Mehrere Flight Lines beziehungsweise Gates werden im Datenmodell ab V1 berücksichtigt; parallele Bedienung mehrerer Gates wird in V2 bereitgestellt.,,BP-04,Unit Zustandsautomat + Integration Verkauf/Umlauf + E2E erstes Vertical Slice,geplant
F-BRD-160,V1,MUSS,8.4 Ereignisse und Flight-Line-/Boarding-Ablauf,GELANDET beendet nicht automatisch die Flugzeugbelegung. Erst ABGESCHLOSSEN/VERFÜGBAR kennzeichnet Ausstieg und Bodenprozess als beendet und gibt das Flugzeug für den nächsten U…,,BP-05,Unit Queue/Gruppenschutz + Integration Sonderfälle + E2E No-Show/Umbuchung,umgesetzt
F-FLT-010,V1,MUSS,"8.5 Flotte, Piloten, Pausen und Tanken",Verwaltung der Flugzeugstammdaten einschließlich Ressourcengruppen-Zuordnung und Pflege im laufenden Betrieb.,,BP-03,Unit Invarianten + Integration Stammdaten/Constraints,umgesetzt
F-FLT-020,V1,MUSS,"8.5 Flotte, Piloten, Pausen und Tanken",Event-Status je Flugzeug: aktiv oder inaktiv für die Veranstaltung.,,BP-03,Unit Zustandsautomat + Integration Flottenkommando/Kapazität/Audit,umgesetzt
F-FLT-030,V1,MUSS,"8.5 Flotte, Piloten, Pausen und Tanken","Live-Status je Flugzeug mindestens: verfügbar, Boarding, im Flug, gelandet/deboarding, Tanken vorgemerkt, Tanken aktuell, Pause, Flugbetrieb unterbrochen und kurzfristig inaktiv…",,BP-08,Unit Zustandsautomat/Rollen + Integration Flottenzustände/Blocks/Kapazität/Audit + Browser Admin und Flight Director,umgesetzt
F-FLT-040,V1,MUSS,"8.5 Flotte, Piloten, Pausen und Tanken",Piloten werden ausschließlich über anonyme operative Codes ab P-01 geführt; Namen und Lizenzdaten sind ausgeschlossen.,,BP-03,ADR-0006 + Contract/Integration Anlegen-Deaktivieren/PIN + Browser Admin,umgesetzt
F-FLT-050,V1,MUSS,"8.5 Flotte, Piloten, Pausen und Tanken",Tanken vorgemerkt reserviert eine passende operative Lücke ohne feste Zusage; Tanken aktuell nimmt das Flugzeug aus der Disposition. Beide Zustände wirken sofort auf Prognose un…,,BP-08,Unit Kapazitätsreservierung + Integration Vormerkung/Aktuell/Prognose/Audit + Browser Admin,umgesetzt
F-FLT-060,V1,SOLL,"8.5 Flotte, Piloten, Pausen und Tanken",Je Flugzeug führt das System einen Umlaufzähler seit dem letzten Tanken mit konfigurierbarer Erinnerungsschwelle.,,BP-08,Unit Rollen/Verträge + Integration Umlaufzähler/Tankreset/Schwelle/Audit + Browser Admin,umgesetzt
F-FLT-070,V2,SOLL,"8.5 Flotte, Piloten, Pausen und Tanken","Geschätzte Kraftstoffbilanz je Flugzeug als organisatorische Erinnerungshilfe mit Startfüllstand, pauschalem Verbrauch, Warnschwelle und Korrektur beim Tanken; ohne Sicherheitsf…",,BP-08,Unit Blockierungen/Not-Halt + Integration Rollen/Audit + E2E laufender Flug,geplant
F-FLT-080,V1,MUSS,"8.5 Flotte, Piloten, Pausen und Tanken",Die aktuelle Ressourcengruppe und ihre Queue sind am Flugzeug sichtbar. Status- oder Gruppierungsänderungen lösen eine automatische Neuplanung aller abhängigen Prognosen aus.,,BP-08,E2E Flugzeug/Queue sichtbar + Pause sperrt Aufruf und setzt Prognose automatisch unsicher,umgesetzt
F-FLT-090,V1,SOLL,"8.5 Flotte, Piloten, Pausen und Tanken",Flugzeug- und Pilotencode-Pausen besitzen eine optionale Schätzdauer; tatsächliche Verfügbarkeit bleibt menschlich bestätigt.,,BP-08,ADR-0009/0028 + Contract/Rollen + Domain-/Worker-Integration offene/geschätzte/geplante Pause + Flight-Director-Betriebsplan mit Pilotencode + bestätigter Start/Ende/Audit,umgesetzt
F-PRG-010,V1,MUSS,"8.6 Prognose, Disposition und Kapazität","Für alle relevanten Prozesspunkte unterscheidet das System Planzeit, Prognosezeit und Ist-Zeit. Diese Werte werden getrennt gespeichert und angezeigt.",,BP-06,Unit Prognose/Disposition + Performance 1.000 Tickets/300 Umläufe + E2E Verzögerungskaskade,umgesetzt
F-PRG-020,V1,MUSS,"8.6 Prognose, Disposition und Kapazität",Ereignisbasierte und mindestens 30-sekündliche Neuberechnung während des aktiven Betriebs.,,BP-06,Domain Queue-Verfügbarkeit + Durable-Object-Alarm + gemeinsamer Prognose-Snapshot + paralleler Batch in verify_automatic_precall.mjs + Simulator-Zeitachse und synthetisches Live-FIDS,in Arbeit
F-PRG-030,V1,MUSS,"8.6 Prognose, Disposition und Kapazität","Die Prognose berücksichtigt mindestens Produktdauer, Flugzeugprofil, Boarding-, Flug-, Deboarding- und Pufferzeiten, aktuelle Flugzeugzustände, Pausen, Tanken, Unterbrechungen u…",,BP-06,ADR-0028 + Unit zeitabhängige Flugzeug-/Pilotencode-Bahnen und weiche Einschränkungen + Performance 1.000 Tickets/300 Umläufe + E2E Verzögerungskaskade,umgesetzt
F-PRG-040,V1,MUSS,"8.6 Prognose, Disposition und Kapazität",Bestätigte Messwerte des aktuellen Veranstaltungstags verdrängen historische Kaltstartwerte.,,BP-06,Worker-Auswahl taglokal vor historisch + Domain-Gewichtung + Architekturpolicy,in Arbeit
